id,name,lat,lon,type,source
node/101397008,Dolmen / Cromlech,51.998967,-4.7700299,megalith,osm
node/255116831,Kit's Coty House,51.3198925,0.5030031,megalith,osm
node/273466332,Stone Circle,51.3143821,-1.1560708,megalith,osm
node/293683834,Wet Withens,53.3074405,-1.6631184,megalith,osm
node/303571498,Doll Tor Stone Circle,53.1624837,-1.6449916,megalith,osm
node/303571761,Arbor Low,53.16893,-1.7615222,megalith,osm
node/311290122,Ballybrack Dolmen,53.2451122,-6.1223247,megalith,osm
node/316422583,Aideen's Dolmen,53.3795544,-6.0822313,megalith,osm
node/318364784,Killakee Wedge Tomb,53.2473832,-6.3169898,megalith,osm
node/326239457,Hoar Stone,51.7588743,-2.0506431,standing_stone,osm
node/330256623,Yellow Mead Stone Circle,50.492864,-4.0105187,megalith,osm
node/330279711,Stone Circle,50.6801861,-3.9129366,megalith,osm
node/330314786,node/330314786,50.5425034,-3.9213536,megalith,osm
node/332792502,Five Wells,53.2362851,-1.8158866,megalith,osm
node/361130854,Hordron Edge Stone Circle,53.3781117,-1.6779289,megalith,osm
node/370206805,West Kennet Long Barrow,51.4086455,-1.8504375,megalith,osm
node/381103202,Bluestone Pillar,51.9405985,-4.7142093,standing_stone,osm
node/410615488,The Coffin Stone,53.132483,-6.2498197,megalith,osm
node/411934242,The Camp Long Barrow,51.7799607,-2.1263887,megalith,osm
node/416391268,Coberley Long Barrow,51.839317,-2.0660954,megalith,osm
node/416851692,node/416851692,51.696322,-2.1698533,megalith,osm
node/420302716,node/420302716,51.7579818,-2.0520507,megalith,osm
node/420302718,node/420302718,51.7559044,-2.1006309,megalith,osm
node/420302721,node/420302721,51.7655041,-2.1305435,megalith,osm
node/420302725,The Giants Stone,51.7541511,-2.1203719,standing_stone,osm
node/420302727,Jack Barrow,51.7632815,-2.0629188,megalith,osm
node/429199891,Standing Stone,50.5878593,-4.5258739,standing_stone,osm
node/429218326,node/429218326,50.6632732,-4.6444055,megalith,osm
node/429237001,Slay Barrow,51.2595222,-1.8761663,megalith,osm
node/429890631,node/429890631,51.2190737,-1.8378224,megalith,osm
node/429897673,node/429897673,51.2071181,-1.8184178,megalith,osm
node/429898154,node/429898154,51.2127834,-1.7297187,megalith,osm
node/430039104,Notgrove Long Barrow,51.8893324,-1.8621354,megalith,osm
node/431877870,node/431877870,50.4711898,-3.8378748,standing_stone,osm
node/442351424,node/442351424,51.7738933,-1.9029294,megalith,osm
node/444767686,Hangman's Barrow,50.1840336,-5.2608155,megalith,osm
node/445091081,node/445091081,51.2226746,-2.1821429,megalith,osm
node/445098750,node/445098750,51.2706145,-2.0889096,megalith,osm
node/445098755,node/445098755,51.220027,-2.0844419,megalith,osm
node/445098758,node/445098758,51.1969185,-2.109101,megalith,osm
node/445363162,node/445363162,51.1697841,-1.8524754,megalith,osm
node/445416451,node/445416451,51.1886067,-1.7866988,megalith,osm
node/445416452,node/445416452,51.1864189,-1.7671866,megalith,osm
node/447584459,Neale's Barrow,51.0586669,-1.8831807,megalith,osm
node/447584460,Lyons Borrow,51.0624137,-1.9062227,megalith,osm
node/466485123,node/466485123,51.6790827,-2.2029769,megalith,osm
node/479591220,node/479591220,51.9574144,-1.807199,megalith,osm
node/481194732,node/481194732,51.7476891,-2.0939447,megalith,osm
node/485354347,Westwood Long Barrow,51.7461184,-2.0937861,megalith,osm
node/486819820,node/486819820,51.8376005,-1.8217507,megalith,osm
node/486819821,Burn Ground,51.842771,-1.8501607,megalith,osm
node/486819822,node/486819822,51.8414453,-1.8770686,megalith,osm
node/495560714,Whispering Knights,51.9752632,-1.5655811,megalith,osm
node/503697602,Porth Hellick Down Burial Chamber,49.9186812,-6.280577,megalith,osm
node/524633920,Long Barrow,51.3894765,-1.7759409,megalith,osm
node/524635641,East Kennett Long Barrow,51.4006157,-1.8342199,megalith,osm
node/540354546,Druids' Circle,53.2963874,-2.2112836,megalith,osm
node/558421702,node/558421702,50.4339171,-3.8967114,standing_stone,osm
node/558421721,node/558421721,50.4372719,-3.8985261,standing_stone,osm
node/558421778,node/558421778,50.4390787,-3.8994659,standing_stone,osm
node/560123612,Standing Stone,50.485219,-3.9929703,megalith,osm
node/564975034,Allée couverte de Bretteville,49.6469611,-1.5100449,megalith,osm
node/568478319,Three Boys,50.6536374,-3.8969785,megalith,osm
node/568478338,Grey Wethers,50.6319583,-3.9262008,megalith,osm
node/568478366,Cosdon Hill Multiple Stone Rows,50.708073,-3.922664,megalith,osm
node/571597955,Cairn circle,50.7108882,-3.9718473,megalith,osm
node/571598054,Merrivale Standing Stone,50.5531397,-4.0432097,megalith,osm
node/571622983,Harold's Stones,51.742772,-2.7265844,megalith,osm
node/571719632,Buttington Stone,51.6346396,-2.6549617,standing_stone,osm
node/600199459,Bow Henge,50.7995153,-3.8353901,henge,osm
node/600206371,Lanyon Quoit,50.147356,-5.5990624,megalith,osm
node/635108442,Hampton Down Stone Circle,50.6767943,-2.5730097,megalith,osm
node/642994328,Mên Scryfa,50.1617386,-5.6041098,megalith,osm
node/659578655,Beardown Man,50.5994616,-3.9850724,megalith,osm
node/688008027,node/688008027,51.2890122,-2.8482165,megalith,osm
node/694309185,Ryedown Stone,50.5518627,-4.6657268,megalith,osm
node/694426889,Penmaen Burrows Megalith Chamber (Pen-y-crug),51.5727772,-4.120342,megalith,osm
node/706117861,Devil's Stone,50.9559781,-3.0472697,standing_stone,osm
node/721573432,Living Rock,51.1430166,-2.7025977,megalith,osm
node/736707380,node/736707380,50.9658741,-3.7638908,megalith,osm
node/812166158,Parc le Breos,51.5883747,-4.1127037,megalith,osm
node/943248937,Loughtor Man,50.5625886,-3.9043439,megalith,osm
node/976576666,node/976576666,52.0890996,-3.1993873,standing_stone,osm
node/1109457338,T62 stone circle,53.1696322,-1.6284072,megalith,osm
node/1119648572,Cist,50.5544116,-4.0432851,megalith,osm
node/1119649454,Cist,50.5547564,-4.0420981,megalith,osm
node/1119651132,T-A Boundary Stone,50.5545,-4.0388866,megalith,osm
node/1180785466,node/1180785466,53.2422417,-6.1515832,megalith,osm
node/1194033366,Kiltiernan Portal Tomb,53.2388225,-6.2071451,megalith,osm
node/1252377591,Llanfihangel Rogiet,51.5859704,-2.8021422,megalith,osm
node/1272397137,The Devil's Den,51.4256845,-1.7826358,megalith,osm
node/1300740774,Kilmashogue Wedge Tomb,53.2576987,-6.2755741,megalith,osm
node/1312850744,node/1312850744,50.6899613,-3.9371971,standing_stone,osm
node/1312850759,White Moor Stone,50.6889589,-3.9357886,standing_stone,osm
node/1335812396,Spinsters' Rock,50.702122,-3.8409521,megalith,osm
node/1415828235,Chûn Quoit,50.1485947,-5.6377411,megalith,osm
node/1531892315,node/1531892315,49.5987601,-1.6508858,megalith,osm
node/1533263901,Maen Mawr,51.8724768,-3.670099,megalith,osm
node/1609572713,King Stone,51.9762533,-1.5701616,megalith,osm
node/1702267468,node/1702267468,53.0285993,-2.1947857,megalith,osm
node/1744578890,Maen Llia,51.8608672,-3.5636846,megalith,osm
node/1801645751,Cockett Standing Stone,51.6350835,-3.9877696,megalith,osm
node/1835078356,Allée couverte dite des Pierres Pouquelées,49.6498832,-1.8541295,megalith,osm
node/1869348224,Tinkenswood Burial Chamber,51.4514791,-3.3077923,megalith,osm
node/1892390630,Croes-faen,52.5935509,-4.0728354,megalith,osm
node/1997398726,node/1997398726,50.5170606,-4.4578845,megalith,osm
node/2001777163,node/2001777163,50.4856825,-3.987062,megalith,osm
node/2001777165,node/2001777165,50.4858119,-3.9859638,megalith,osm
node/2080375366,Stone Rows,50.6585377,-3.8978041,megalith,osm
node/2080390085,Quintin's Man (Cairn),50.638115,-3.9514749,megalith,osm
node/2150848970,Trethevy Quoit,50.4931814,-4.4554281,megalith,osm
node/2164678888,Froggatt Edge Stone Circle,53.2875037,-1.6270569,megalith,osm
node/2252937583,Dolmen de la Pierre-au-Reye,49.5222556,-1.8824042,megalith,osm
node/2283981136,La Grande Pierre,49.6549915,-1.4890596,megalith,osm
node/2325324258,Carreg Llwyd,52.4324566,-4.0220271,megalith,osm
node/2325324266,Carreg Llwyd,52.432542,-4.0239671,megalith,osm
node/2376602274,node/2376602274,50.1823291,-5.4680791,standing_stone,osm
node/2381210578,Beddrod Siambr Dyffryn Ardudwy,52.7846417,-4.0942611,megalith,osm
node/2412270422,Gray Hill Stone Circle,51.6376404,-2.8133514,megalith,osm
node/2470539757,node/2470539757,51.136788,-0.5570475,megalith,osm
node/2495627942,The Long Rock,49.9319284,-6.3023347,megalith,osm
node/2499934264,Arthur's Stone,51.5935199,-4.1793616,megalith,osm
node/2510081268,Polissoir de Penin,50.3290246,2.4826348,megalith,osm
node/2535237729,Langstone Man (Standing Stone),50.5902782,-4.0495785,megalith,osm
node/2559962452,Queen Stone,51.8608207,-2.6387398,standing_stone,osm
node/2600533435,King Doniert’s Stone,50.492795,-4.4881659,megalith,osm
node/2696871186,Lanhill Barrow,51.4713039,-2.177916,megalith,osm
node/2798262550,Cuckoo Stone,51.1891399,-1.7916343,megalith,osm
node/2919219588,Stone Circle,52.7713856,-4.0523016,megalith,osm
node/2923843180,Pont Scethin A Standing Stones,52.7926217,-4.0362572,megalith,osm
node/2927386464,Cerrig Arthur Stone Circle,52.7500728,-4.0287022,megalith,osm
node/2928411387,Fonllech Cairn Circles,52.8716345,-4.0661431,megalith,osm
node/2963354128,Fonllech Menhir 8,52.8610289,-4.0788303,megalith,osm
node/3008523417,node/3008523417,50.5785741,-3.9120992,megalith,osm
node/3008523834,node/3008523834,50.5805255,-3.9121715,megalith,osm
node/3008528485,node/3008528485,50.582405,-3.9153464,megalith,osm
node/3008537669,node/3008537669,50.5830432,-3.9186561,megalith,osm
node/3008657846,Cairn,50.5708631,-3.8827091,megalith,osm
node/3067697216,node/3067697216,52.6814383,-4.0470026,megalith,osm
node/3067697301,node/3067697301,52.6860744,-4.0341823,megalith,osm
node/3071031616,node/3071031616,50.51592,-4.4597928,megalith,osm
node/3071462066,Carwynnen Quoit,50.1882457,-5.2933647,megalith,osm
node/3071485102,Devil's Quoit,50.420605,-4.9247085,megalith,osm
node/3073528646,Zennor Quoit,50.1879434,-5.5474223,megalith,osm
node/3075536495,Tolmen,50.6678277,-3.9047094,megalith,osm
node/3086681547,node/3086681547,50.4845424,-3.9881037,megalith,osm
node/3189843667,Tottington Stone,51.3145113,0.4980044,megalith,osm
node/3189871488,Avebury Down,51.4403029,-1.8369577,megalith,osm
node/3203787845,node/3203787845,53.1309978,-4.2063555,megalith,osm
node/3203787846,node/3203787846,53.1380154,-4.2087346,megalith,osm
node/3203787847,node/3203787847,53.1420088,-4.2133582,megalith,osm
node/3203787848,node/3203787848,53.1416722,-4.2214083,megalith,osm
node/3290829368,Stone Circle,50.6757005,-3.7459211,megalith,osm
node/3329280007,Maen y Bardd (Dolmen),53.228159,-3.8880286,megalith,osm
node/3329280078,Cae Coch Standing Stone,53.2268031,-3.8956414,megalith,osm
node/3524337784,Fonllech Menhir 6,52.8676871,-4.0713343,megalith,osm
node/3527167060,Fonllech Menhir 4,52.8690178,-4.0691235,megalith,osm
node/3630025889,The Three Brothers of Crugith,50.0360362,-5.1271604,megalith,osm
node/3634675971,Dry Tree Menhir,50.0470595,-5.1781949,megalith,osm
node/3808366652,node/3808366652,51.2441504,-1.9159998,megalith,osm
node/3834804357,Standing Stone,50.0918149,-5.6156657,megalith,osm
node/3894925003,Glendruid Dolmen,53.2538137,-6.1587463,megalith,osm
node/3955463594,Bamford Moor Circle,53.3571994,-1.6691956,megalith,osm
node/3985876648,Standing Stone,53.283055,-4.2491876,megalith,osm
node/4098288054,Stone Circle,53.3726084,-1.5965537,megalith,osm
node/4101917839,Cairn,50.6624836,-3.9581113,megalith,osm
node/4218298171,Nine stones,50.712161,-2.5526344,megalith,osm
node/4218308707,Hell stone,50.6786121,-2.5592238,megalith,osm
node/4229082818,node/4229082818,51.2156601,-1.6908115,megalith,osm
node/4229082824,node/4229082824,51.2248303,-1.7098058,megalith,osm
node/4237711958,node/4237711958,51.1612783,-1.7971329,megalith,osm
node/4365477360,node/4365477360,50.5197671,-4.4717785,megalith,osm
node/4404642103,Standing Stone (Menhir),53.2945591,-4.1505685,megalith,osm
node/4793207456,node/4793207456,51.4242561,-1.8149748,megalith,osm
node/4862255877,Stonetor Hill Cairn Circle,50.6522716,-3.9082226,megalith,osm
node/4866233236,Fernworthy Circle,50.6411577,-3.9037878,megalith,osm
node/4992423641,Triscombe Stone,51.1165487,-3.1962496,megalith,osm
node/5042854751,Carreg Samson,51.9583314,-5.1329629,megalith,osm
node/5120502898,node/5120502898,50.5543528,-4.1991203,megalith,osm
node/5125046590,Pixies Cross,50.5434415,-4.1163634,megalith,osm
node/5134103389,Moel Tŷ Uchaf Stone Circle,52.9236533,-3.4054615,megalith,osm
node/5339592701,Mulfra Quoit,50.1633334,-5.5693207,megalith,osm
node/5358888648,Carreg Wen,52.482268,-3.7254648,megalith,osm
node/5745481722,node/5745481722,53.2553672,-1.5931013,megalith,osm
node/5868897976,Maen Hir Tregwehelydd,53.3195163,-4.4926223,megalith,osm
node/6063658368,Pen Feidr Coedan,51.9978803,-4.7705704,megalith,osm
node/6088497171,Meacombe burial chamber,50.6676301,-3.805689,megalith,osm
node/6147152156,The Long Stone,52.1893252,-6.3677473,megalith,osm
node/6166768001,St. Vauk's Stone,52.1743472,-6.3608841,megalith,osm
node/6185665852,Maen Hir Tŷ Mawr,53.2967529,-4.6214217,megalith,osm
node/6218565028,Long Barrow,53.3214614,-0.0578392,megalith,osm
node/6465606538,Gwâl y Filiast Burial Chamber,51.8992492,-4.6604503,megalith,osm
node/6532321432,Trefach Standing Stone,51.9800893,-4.8203991,megalith,osm
node/6532340164,Banc Du Standing Stone,51.9745547,-4.8236337,megalith,osm
node/6537367538,Parc Maenhir,51.9830271,-4.9032884,megalith,osm
node/6537400791,Trellwyn Fawr Standing Stone,51.984668,-4.9119114,megalith,osm
node/6537412713,Parc-y-Meirw,51.9855146,-4.9155963,megalith,osm
node/6689894173,Chestnuts Long Barrow,51.307624,0.3695878,megalith,osm
node/6689906414,Addington Long Barrow,51.3070062,0.3707749,megalith,osm
node/6727549323,node/6727549323,53.0999695,-4.2524559,megalith,osm
node/7089847741,Maen Cleddau,53.0937545,-3.5022829,megalith,osm
node/7091789476,Bryn Beddau Stone Circle,53.0666441,-3.41771,megalith,osm
node/7108210170,Maen Huail,53.114377,-3.3107421,megalith,osm
node/7233501327,node/7233501327,53.2463908,-6.474626,megalith,osm
node/7233501328,node/7233501328,53.2467849,-6.4775836,megalith,osm
node/7252924378,Carn Wen - The Druid's circle,52.2840872,-3.4866657,megalith,osm
node/7297164912,Roundhill Barrow,52.1814424,-0.3212472,megalith,osm
node/7352248995,Tolvan Holed Stone,50.10509,-5.2091238,megalith,osm
node/7352249030,Mawgan in Meneage,50.0795947,-5.2061554,megalith,osm
node/7395444148,Knapp Down Standing Stone,51.2040818,-4.0024161,megalith,osm
node/7470378026,Giant's Quoits,50.052613,-5.0679374,megalith,osm
node/7529718002,node/7529718002,52.0541507,-4.3012199,megalith,osm
node/7530217208,Blackquarries Hill Long Barrow,51.6374624,-2.3262657,megalith,osm
node/7657984519,node/7657984519,50.1924631,2.1790052,megalith,osm
node/7795379642,Rillaton Cist,50.5210619,-4.4555663,megalith,osm
node/7828873587,The Druid Stone,53.0966635,-1.1357868,megalith,osm
node/8039453999,node/8039453999,53.0539729,-1.1631078,megalith,osm
node/8280549602,Long Tom Standing Stone,51.4404246,-1.7944623,megalith,osm
node/8411712387,Knockmaree Dolmen,53.3509252,-6.3406986,megalith,osm
